round,train,validation,gap
145,0.07978692031806174,0.09158891943968248,0.011801999121620735
146,0.07975067904969396,0.09157224973362442,0.011821570683930457
147,0.07971363600988536,0.0915632666788025,0.011849630668917144
148,0.07967140870176219,0.0915354929518528,0.011864084250090612
149,0.07963251144895474,0.09152311212082388,0.011890600671869145
150,0.07959916975946135,0.09150661963108239,0.01190744987162104
151,0.07956071962408463,0.09149174467717179,0.011931025053087158
152,0.07952932298807391,0.09148214273020173,0.011952819742127821
153,0.0794935288539258,0.09147793459224758,0.011984405738321782
154,0.07946586181771037,0.09147317026259202,0.012007308444881654
155,0.0794328240815136,0.09146787829241083,0.012035054210897234
156,0.0794032968043799,0.09145757939468441,0.012054282590304513
157,0.07936808535013737,0.09143835353853427,0.012070268188396904
158,0.07933882931970722,0.09143342084337774,0.012094591523670525
159,0.07930601679219222,0.09141572166402351,0.012109704871831287
160,0.07927690271563202,0.09141394263953265,0.012137039923900625
161,0.07925222385377344,0.09140699395264053,0.01215477009886709
162,0.0792148092343067,0.0913947703394709,0.0121799611051642
163,0.07918409019646977,0.09139988586284846,0.01221579566637869
164,0.0791578638146786,0.09139648621310507,0.012238622398426477
165,0.07912116193522331,0.09138567449843887,0.012264512563215563
166,0.07909573478263568,0.09138653616440666,0.01229080138177098
167,0.07907177074040908,0.09138205211439203,0.012310281373982948
168,0.07904646842411274,0.09137731712532425,0.012330848701211511
169,0.07902334815754967,0.09137492870729438,0.012351580549744709
170,0.07900157041174163,0.09136954138983774,0.01236797097809611
171,0.07897585800939376,0.09136642590537462,0.012390567895980864
172,0.07895265976819547,0.0913543238187345,0.012401664050539024
173,0.07892470557577003,0.09135757941023734,0.012432873834467312
174,0.07890237951885991,0.09135821263527193,0.012455833116412018
175,0.07887675896740791,0.09135284103926343,0.012476082071855521
176,0.07885036525478743,0.09134851584416503,0.012498150589377602
177,0.07882412325963499,0.0913467127815417,0.012522589521906713
178,0.07879257807400981,0.09134512365691959,0.012552545582909774
179,0.07875884441379793,0.09132902613796688,0.012570181724168947
180,0.07872741676702354,0.0913129803960932,0.012585563629069665
181,0.07870271652794121,0.09129796617741273,0.012595249649471521
182,0.07867527078043056,0.09129506759805567,0.012619796817625109
183,0.07864715879543109,0.09129034845575616,0.012643189660325072
184,0.07862132914384996,0.0912896053219515,0.01266827617810154
185,0.07859540491726903,0.09127374660259127,0.01267834168532224
186,0.07857651511285293,0.0912654276155919,0.012688912502738958
187,0.07855504684888934,0.09126764831591636,0.012712601467027018
188,0.07853201708081904,0.09126291366731863,0.01273089658649959
189,0.07850155025044622,0.09126145457877367,0.012759904328327451
190,0.07847875238915182,0.09125513123881057,0.012776378849658751
191,0.07846113221538878,0.09124779415990589,0.012786661944517108
192,0.0784363017969925,0.0912409149025894,0.012804613105596899
193,0.07840530418152,0.09123413232671376,0.01282882814519376
194,0.07838142593802058,0.09122966199164263,0.01284823605362205
195,0.07836604792478843,0.09122600421536192,0.012859956290573488
196,0.07834852798730514,0.09121960739602077,0.012871079408715624
197,0.07832944056187008,0.09121560343764033,0.012886162875770255
198,0.07830812590416993,0.09121902776528204,0.012910901861112115
199,0.07828959149308629,0.09121572198603534,0.01292613049294905
200,0.07827069142737896,0.09121533044995497,0.012944639022576018
201,0.0782545657605001,0.09121347902971139,0.01295891326921128
202,0.07822960685882854,0.09119760012415683,0.012967993265328284
203,0.07820711475041699,0.0911954013508894,0.01298828660047241
204,0.07818941767951641,0.09119626903007882,0.013006851350562412
205,0.07817282163135793,0.09119577372279107,0.013022952091433143
206,0.07815423092204622,0.09119382641096324,0.013039595488917019
207,0.07813295326401874,0.0911955122884293,0.013062559024410558
208,0.07811854971285305,0.09119380159034286,0.013075251877489813
209,0.0780974162234734,0.09119143377708314,0.01309401755360974
210,0.07808294342293105,0.09119047273819575,0.013107529315264696
211,0.07806106246607165,0.09119337747130758,0.013132315005235928
212,0.07804584262799134,0.09118764846055859,0.013141805832567244
213,0.07802378288642686,0.0911826747901877,0.013158891903760836
214,0.07800132286137318,0.09118073663960938,0.013179413778236199
215,0.07798191454747966,0.09118151676951189,0.01319960222203223
216,0.07796744583661919,0.09118060603169204,0.013213160195072848
217,0.07794941330356502,0.09118310692483056,0.013233693621265544
218,0.07792970545925332,0.09118299903129547,0.013253293572042149
219,0.07791504322682313,0.09118657325589755,0.013271530029074413
220,0.07789538952764262,0.09118614491662166,0.013290755388979045
221,0.07788049304047072,0.09118038814176482,0.013299895101294104
222,0.07786750817114876,0.09117531499245878,0.013307806821310011
223,0.07785243345776986,0.09117067096078739,0.013318237503017527
224,0.07784196195883081,0.09116919372293505,0.013327231764104247
225,0.07782441880626781,0.09115614509778015,0.013331726291512344
226,0.07780951574313845,0.09114696867657347,0.013337452933435023
227,0.07779122020510582,0.09114795415219748,0.013356733947091665
228,0.07777495333757566,0.09115573684504667,0.013380783507471017
229,0.07776091597344441,0.0911585267596228,0.01339761078617839
230,0.07774709234233616,0.09115793301658136,0.013410840674245195
231,0.07772642540425044,0.09115344820824302,0.013427022803992578
232,0.0777100349570828,0.09114787032160282,0.01343783536452002
233,0.0776883384838526,0.09113564481829242,0.013447306334439815
234,0.07765952053475568,0.09112179030109328,0.013462269766337603
235,0.07764557398574966,0.09112362101483541,0.013478047029085755
236,0.07763369673311327,0.09112171292324564,0.013488016190132374
237,0.07761629242020504,0.09112422329292066,0.013507930872715623
238,0.07759487911729394,0.0911164322942186,0.013521553176924661
239,0.07757693922462909,0.09111474109517861,0.013537801870549523
240,0.07756058805896739,0.09110779592325174,0.013547207864284358
241,0.0775431697352781,0.09110408183113244,0.013560912095854347
242,0.07752525738075666,0.09109812123610248,0.013572863855345813
243,0.07750899537252141,0.09109218626946798,0.013583190896946568
244,0.07749533837233355,0.0910934195631637,0.013598081190830155
245,0.07748233361185422,0.09109181845931535,0.013609484847461134
246,0.07746258448531589,0.09108945031767884,0.013626865832362958
